"","original_id","y","from_start","Afternoon","Evening","Morning","Night","Spring","Summer","Autumn","Winter","mu_s","max_s","sd_s","avg_acceleration","mu_c","max_c","sd_c","mu_a","max_a","sd_a","upwards","downwards"
"16",23,4,0.561775746961486,1,0,0,0,1,0,0,0,0.458853968974078,-0.0586321309548953,-0.861229688841622,-0.292362187813195,0.730470458604617,0.578664052396821,-0.346746997040673,-0.518400587306154,-0.526846564917574,-0.471101372918302,-0.313494085449114,-0.0763480701401751
"17",24,3,2.400652841755,0,0,1,0,0,0,1,0,-1.25368316582133,-0.534364610564201,0.287300257230117,0.0743939128432069,-0.399305070350811,-0.600951511994139,-0.353602521472956,-0.0369434521897659,0.0205346566960999,2.25944987153931,2.72683713134539,-0.811633488686938
"18",25,5,1.80438015181679,0,0,1,0,0,0,1,0,1.9086069342474,1.89235157330145,-0.212016842127478,0.37594892893847,0.963999478556298,0.775266646461981,-0.447153114147799,-0.313394803571435,-0.31987655077509,-0.325643316784013,0.317518053885605,0.396335413211331
"19",27,4,0.587122088722941,0,0,1,0,1,0,0,0,-0.501618333563695,0.482773855940543,2.34936530996121,-2.08539201324449,-1.25137041341776,0.185458864266501,3.03694760670334,-0.281285463950335,-0.273580626559009,0.082182311745374,0.260153313946086,0.606416961367552
"20",30,3,-0.683363292069959,0,0,1,0,0,0,1,0,0.0477946266198516,-0.108287709634655,0.092665789173856,-0.214935899896843,-0.140529669863814,-0.404348917928979,-0.766374797814986,0.031757727455381,0.0205346566960999,0.0770837482522099,-0.485588305267658,0.291294639133219
"21",31,4,0.551637210256905,0,0,1,0,0,0,0,1,0.385675648925687,1.24202367188267,0.874631428626447,0.0540185739178512,0.181361681961476,0.185458864266501,-0.0617693062445711,-0.121104684245072,-0.088396929694681,1.62906129796361,-0.71504726502573,1.6043043151096
"22",32,2,0.0244333016186537,1,0,0,0,0,0,1,0,-0.187143410629144,-0.241236517067558,-0.592458120920665,0.635394911254666,-0.222580406603595,-0.404348917928979,-0.341917979615986,0.0484984942663821,0.0368743946547171,-0.384936090686157,-0.542953045207173,-0.338950005335442
"23",33,4,-0.23600035998029,0,0,1,0,0,1,0,0,0.967210328621112,0.758282227970175,-0.617835205862527,0.111069522908847,0.673666102400154,0.578664052396821,-0.373848932699258,-0.523523444909521,-0.532293144237113,-0.547738289885948,0.260153313946088,0.186253865055114
"24",34,3,-0.346890605186653,0,0,1,0,0,0,0,1,-0.439512688159329,-0.654499075112005,-0.250901476051815,0.293089217308691,0.465383462983791,0.382061458331661,-0.302458808891518,0.00138650023542252,-0.00669823990159533,-0.460093137454004,0.0880590941275271,-0.0763480701401672
"25",35,3,0.461657697003742,0,0,1,0,0,0,1,0,-0.900947218621776,-0.46068213897488,0.426926041167047,-0.61565089876217,-1.47227624310178,-0.0111437297986589,5.92535233736697,-0.283480974351777,-0.281750495538317,-0.0305758001592725,0.145423834067051,-0.654072327569772
"26",36,4,-0.644710120883742,0,0,1,0,1,0,0,0,1.45314726287504,0.918461514033913,-0.830422497535147,-0.0329162054969996,0.913506717485665,0.775266646461981,-0.287755134083114,-0.530109976113849,-0.537739723556653,-0.460093137454004,0.0306943541879956,-0.338950005335451
"27",38,4,1.69539088224253,0,0,1,0,0,0,0,1,0.0261974295418993,-0.188377352666524,-0.137177913078053,-1.18344367681541,0.358086345708695,0.185458864266501,-0.353602521472956,-0.012426919373655,-0.0175913985406734,-0.354867012364056,-0.141399865630543,0.186253865055111
"28",39,3,-0.751798414825886,0,0,1,0,1,0,0,0,0.499910569510592,0.208867276771549,-0.549715182746194,0.253696895386336,0.257100823567425,0.185458864266501,-0.50940629936915,-0.167942239475851,-0.142862722890071,1.60039078235331,-0.657682525086212,1.6043043151096
"29",41,2,-0.858253050223995,1,0,0,0,1,0,0,0,-0.59579088325893,-0.825890911200206,-0.504555295388626,0.47239219985182,-0.607587709767177,-0.797554106059299,-0.3390467620914,0.0586527298730549,0.0450442636340257,-0.544188898053083,-0.141399865630545,-0.0238276831011112
"30",42,4,-0.0896252363078909,0,0,1,0,0,0,0,1,0.110667685118358,-0.133916395404853,-0.74708341613427,0.409907827147396,0.1434921111585,-0.0111437297986589,-0.338093967071926,-0.500104667294131,-0.507783537299187,-0.472140384376542,-0.141399865630523,-0.338950005335425
"31",44,2,-1.23211159120545,1,0,0,0,0,0,1,0,-0.853806128553149,-0.901175175650163,0.0130283465662075,-0.0261244258552145,-0.752754397845249,-0.994156700124459,-0.404089829150223,0.0160232362450411,0.00147162907771326,-0.619878195034808,-0.313494085449099,-0.286429618296386
"32",45,2,-0.174535481208763,1,0,0,0,1,0,0,0,-1.14186011496086,-0.881953661322514,-0.0365457797606208,0.193929234538627,-0.165776050399133,-0.404348917928979,-0.475199822714108,0.0279155842528561,0.0150880773765609,-0.467184321867982,-0.141399865630545,-0.338950005335443
"33",47,3,2.96841089721158,1,0,0,0,0,0,0,1,0.370437017484898,0.0647059193141837,-0.573400157299187,0.0703188450581357,0.238166038165939,0.185458864266501,-0.383308777414361,-0.220908927910658,-0.213668254044079,0.454909923072935,0.776435973401755,0.133733478016056
"34",51,3,-0.565502802879197,1,0,0,0,1,0,0,0,0.447671663888032,0.207265483910912,-0.332408420591376,0.366440437439971,0.0803761598202092,-0.0111437297986589,0.0024128212809653,0.0151084402444399,0.00964149805702185,-0.160410972198592,-0.0840351256910233,0.291294639133223
"35",53,5,-0.299366214383926,1,0,0,0,0,1,0,0,3.23190118465057,2.90788824694555,-0.48280132686207,0.263205386884837,2.39673157393553,2.34808739898326,-0.346746997040673,1.75276344338634,1.75527016996929,0.245052798795243,1.46481285267599,0.816498509523779
"36",54,3,-0.106734016996873,0,0,1,0,0,0,0,1,-0.173110714050576,0.123972255157767,0.781718981195153,0.533518216627887,-0.304631143343373,-0.404348917928979,-0.475199822714108,-0.245242501526649,-0.230007992002696,0.626271213048097,-0.198764605570061,0.711457735445664
"37",55,3,-0.978014515046867,1,0,0,0,1,0,0,0,-0.100535361433294,0.16561886953434,0.787861691044867,-0.819404288015727,-0.222580406603595,-0.207746323863819,-0.153336170568397,-0.233899031119195,-0.221838123023388,0.0206348594574432,0.317518053885608,-0.233909231257329
"38",57,2,-0.127011090406036,1,0,0,0,0,1,0,0,-1.40881024127972,-1.46660805545516,-0.172873531171961,0.65577025018002,-0.942102251860126,-0.600951511994139,2.40547456392087,9.45982826885101,9.46490319677681,4.06234455803945,-0.829776744904755,4.02024211890614
"39",58,5,0.108709887975489,0,0,1,0,0,0,0,1,0.829788569548963,1.44865495090489,0.545746375042566,0.276788946168407,1.15334733257117,1.95488221085294,1.45720530887045,-0.00254712256716248,0.00147162907771326,0.0637257885007952,0.546977013643681,0.186253865055111
"40",59,2,-0.807560366701086,1,0,0,0,0,1,0,0,-1.29051899434007,-0.990875575845857,-0.309702551291642,-0.104909069699923,-0.651768875703982,-0.797554106059299,-0.373848932699258,-0.21413943750621,-0.227284702342927,-0.525415451736243,-0.600317785146692,-0.443990779413551
"41",61,2,-0.566770119967269,0,0,1,0,0,0,1,0,-0.529300020173761,-0.845112425527855,-0.635220272082425,0.390890844150397,-0.853739919986516,-0.600951511994139,0.573139638970566,-0.159434636670261,-0.148309302209611,0.868422444629732,-0.77241200496525,0.97405967064094
"42",64,3,-0.134614992934472,1,0,0,0,1,0,0,0,-1.05645800062724,-0.765022782495985,0.30613114169358,-0.0519331884939979,-0.481355807090592,-0.600951511994139,-0.423750133220539,-0.0558797294022098,-0.0339311364992906,1.16688153655954,0.833800713341275,-0.706592714608828
"43",66,2,-0.464117435833379,1,0,0,0,0,0,1,0,-0.703722053427682,-0.806669396872557,-0.177691478178308,-0.532791187132391,-0.519225377893568,-0.797554106059299,-0.766374797814986,0.0468518614653,0.0341511049949475,-0.402894369202744,0.0306943541880117,0.0286927039379448
"44",67,4,-0.344989629554544,0,0,1,0,0,0,1,0,0.65207762303444,0.23289416968111,-0.729141811219038,0.0173429638522115,0.238166038165939,0.185458864266501,-0.271838691978462,0.0456626266645185,0.0368743946547171,-0.140772636284878,0.202788574006568,-0.233909231257331
"45",68,3,-0.805659391068977,0,0,1,0,0,0,0,1,-1.80600133271841,-0.705756446652401,4.37780042186616,-4.39867215923653,-2.58942858178955,-0.600951511994139,2.60905300550315,-0.211212090304286,-0.219114833363618,-0.460093137454004,-0.3134940854491,-0.0763480701401653
"46",69,3,-0.207485725498654,1,0,0,0,0,0,1,0,-0.59590051370095,-0.676924175160929,-0.10991916584006,0.487334115063747,-0.329877523878691,-0.600951511994139,-0.766374797814986,-0.0167264605764804,-0.0284845571797515,-0.451784175397916,-0.772412004965247,-0.23390923125733
"47",70,2,1.15424648563548,1,0,0,0,0,0,0,1,-1.01238656293517,-1.2583749835723,-0.563223195209429,-0.299153967454979,-0.923167466458639,-1.19075929418962,-0.475199822714108,-0.0600877910049751,-0.0502708744579076,0.370867665699545,-0.542953045207173,0.396335413211335
"48",71,5,0.0713240338773443,0,0,1,0,0,0,1,0,2.29609573156731,2.03491113789818,-0.593316311426845,0.31618126809076,1.45630389899498,1.75827961678778,0.661513463336029,0.00330757183668495,-0.0094215295613648,-0.456357646057902,0.260153313946088,0.0286927039379466
"49",73,3,-0.838609635358867,1,0,0,0,0,1,0,0,-0.542291227553139,-0.495921581908903,-0.140486432109398,-0.49204050928168,-0.411928260618472,-0.600951511994139,-0.341917979615986,-0.121562082245373,-0.115629826292376,0.315388327309458,0.546977013643681,0.238774252094167
"50",74,2,-0.825302805934104,1,0,0,0,1,0,0,0,-1.53455635827673,-1.50825466983173,-0.136817139410519,-0.315454238595264,-0.632834090302493,-0.797554106059299,-0.346746997040673,-0.0123354397735948,-0.0230379778602124,-0.523413372050952,-0.657682525086212,-0.391470392374498
"51",76,3,-1.02490524730556,1,0,0,0,1,0,0,0,-0.0676462288272747,0.465154134473532,0.20295655306637,0.278147302096763,-0.140529669863814,-0.404348917928979,-0.766374797814986,-0.136656216255292,-0.126522984931454,0.314725696738488,-0.428223565328136,0.238774252094167
"52",78,3,-0.216990603659199,1,0,0,0,0,0,0,1,-0.201504998533773,1.16033223599016,0.208995702677472,1.79950594185665,0.339151560307206,0.382061458331661,0.110875197373197,0.0261774718517138,0.0123647877167913,-0.550018857277581,0.0306943541880158,-0.181388844218274
"53",79,3,-0.680194999349778,1,0,0,0,0,0,1,0,-0.605822068703766,-0.893166211346976,-0.272461239194521,-0.637384593615883,-0.695950041640787,-0.797554106059299,-0.552710779953193,0.0472177798655405,0.0395976843144865,-0.236341766934527,-0.370858825388617,0.0286927039379466
"54",80,3,-1.29040817725679,1,0,0,0,1,0,0,0,0.0833148898343518,-0.103482331052742,-0.459775283353557,-0.587125424266672,-0.348812309280178,-0.600951511994139,-0.50940629936915,-0.122842796646214,-0.104736667653298,1.12107085252298,0.833800713341275,-0.759113101647884
"55",81,3,-0.460949143113197,0,0,1,0,0,0,1,0,-0.194050128476408,-0.427044488901495,-0.440844907390043,-0.115775917126779,0.055129779284891,-0.0111437297986589,-0.298086271250677,-0.25393306353236,-0.2654107575797,-0.467030698290509,-0.370858825388619,-0.654072327569773
"56",82,2,-1.36834817817326,1,0,0,0,1,0,0,0,-0.917008078377715,-0.974857647239483,-0.0643169475928459,-0.614292542833813,-0.50660218762591,-0.600951511994139,-0.552710779953193,-0.184134128686492,-0.191881936765923,-0.146844469186003,-0.198764605570062,-0.706592714608828
"57",83,3,0.428707452713851,0,0,1,0,0,0,1,0,-0.724990359179575,-0.233227552764371,1.10624384757103,-0.334471221592263,-0.0395441477225473,-0.207746323863819,-0.3390467620914,-0.235088265919976,-0.249071019621083,-0.586158568779331,-0.3134940854491,-0.286429618296387
"58",84,4,-0.066813528722582,0,0,1,0,0,0,0,1,1.30470764437988,2.3616768814682,1.9554721265437,-1.94140628483864,0.490629843519107,0.971869240527141,1.11459681839443,0.0138277258435982,-0.0012516605820563,-0.495048906152334,-0.0266703857515099,-0.0238276831011131
"59",85,4,1.62695575948661,0,0,1,0,1,0,0,0,1.10183651142175,1.06422466435192,0.198856298239076,-0.333112865663905,0.692600887801644,0.578664052396821,-0.346746997040673,-0.236277500720758,-0.216391543703849,0.433407115278615,0.432247533764644,-0.443990779413551
"60",87,2,-0.682729633525923,1,0,0,0,0,0,1,0,-0.453874276063958,-0.564798674916311,-0.0928965341630101,0.946458418848428,-0.487667402224421,-0.600951511994139,-0.447153114147799,0.0256285942513531,0.0150880773765609,-0.327343858175239,-0.485588305267656,-0.0763480701401653
"61",88,4,-0.157426700519781,0,0,1,0,0,0,0,1,-0.976153701847539,-0.752208439610886,0.333863126149591,0.706029419529231,-0.424551450886129,-0.404348917928979,0.518467694414193,0.0504195658676445,0.0395976843144865,-0.299615189184539,-0.313494085449099,0.0812130909770026
"62",89,1,0.717655748794431,0,0,0,1,0,1,0,0,-5.09140641917566,-4.94570214875958,-0.488642323609491,-0.087250442631281,-11.1227052027267,-11.8072993737083,-0.766374797814986,5.96969856735748,5.90556361145804,-0.627186220967677,-0.657682525086176,-0.706592714608804
"63",91,3,-1.19029012729905,1,0,0,0,0,0,1,0,0.220681833685491,0.0679095050354589,-0.0425059259320152,-0.361638340159403,-0.17839924066679,-0.404348917928979,-0.423750133220539,-0.125861623448198,-0.112906536632607,0.591598090133452,-0.600317785146693,0.553896574328499
"64",92,5,-0.30380182419218,0,0,0,1,0,0,1,0,0.92922338046116,0.876814899657341,-0.210471780797613,-0.350771492732547,0.427513892180815,0.185458864266501,-0.766374797814986,0.0137362462435381,0.00691820839725229,-0.179000369930264,-0.141399865630541,0.553896574328501
"65",93,4,-0.209386701130763,0,0,1,0,1,0,0,0,1.7217418458242,1.42462805799533,-0.477441025053897,-0.204069052469986,1.13441254716969,0.971869240527141,-0.38758897902127,-0.256403012733983,-0.254517598940622,-0.22367892496716,-0.0840351256910243,0.291294639133222
"66",95,3,-0.707442316743341,0,0,1,0,1,0,0,0,-0.501892409668746,-0.529559231982288,-0.15462684929567,0.500917674347318,0.00463701821425743,-0.207746323863819,-0.404089829150223,-0.130801521851445,-0.118353115952146,0.708181648540324,0.604341753583201,-0.128868457179219
"67",96,4,-0.327880848865562,1,0,0,0,0,1,0,0,1.11855515382981,0.889629242542441,-0.502599657326484,0.115144590693918,0.414890701913158,0.185458864266501,-0.552710779953193,0.0107174194415543,0.00419491873748282,-0.463720348818265,0.317518053885611,-0.0763480701401597
"68",97,3,0.464192331179887,0,0,1,0,0,0,0,1,0.519260342527134,0.948895578386024,1.14187966014312,-1.71727755665973,0.648419721864839,0.578664052396821,-0.447153114147799,-0.0573434030031717,-0.0339311364992906,1.03164751703326,-0.600317785146693,1.02658005768
"69",99,3,-0.755600366090104,0,0,1,0,1,0,0,0,-0.11067617732015,0.0791220550599201,-0.0711888937702423,0.0716772009864926,0.238166038165939,-0.0111437297986589,-0.766374797814986,-0.118634735043449,-0.118353115952146,0.171808662119613,0.0306943541880127,0.343815026172278
"70",102,2,-1.34173451932374,1,0,0,0,0,0,0,1,-1.69987906484299,-1.75332897750926,-0.164420518044114,-0.383372035013116,-0.519225377893568,-0.797554106059299,-0.766374797814986,-0.200874895497493,-0.213668254044079,-0.484945305535176,-0.542953045207174,-0.496511166452607
"71",103,3,1.80754844453697,1,0,0,0,0,0,0,1,-0.473991462174639,-0.765022782495985,-0.627500456671864,0.0404350146342811,-0.771689183246736,-0.797554106059299,-0.0218282853130279,0.0180357874463636,0.00964149805702185,-0.378767228977521,-0.141399865630541,-0.0238276831011056
"72",104,3,-0.309504751088508,1,0,0,0,1,0,0,0,-1.45074388535239,-0.720172582398138,0.752405623090001,0.905707740997716,-0.323565928744862,-0.404348917928979,-0.612617273995796,-0.102534325432869,-0.102013377993529,0.28384524658386,0.14542383406705,-0.601551940530718
"73",108,4,0.884941604420029,1,0,0,0,1,0,0,0,0.321048503354859,0.144795562346053,-0.24149629285432,0.382740708580255,0.749405244006106,0.578664052396821,-0.264475466499201,-0.35703057280011,-0.366172474991172,-0.196027650702061,-0.600317785146693,-0.0763480701401644
"74",110,3,-0.341187678290326,0,0,1,0,0,0,1,0,0.186970472764322,0.0711130907567333,-0.156926062765349,-0.209502476183415,-0.134218074729986,-0.207746323863819,-0.612617273995796,0.0264519106518942,0.0395976843144865,0.572945891031835,0.0880590941275312,0.97405967064094
"75",111,3,-1.33476427533934,0,0,1,0,0,1,0,0,0.137417512971253,-0.255652652813295,-0.584445255549986,-0.269270137031125,-0.0458557428563762,-0.207746323863819,-0.338093967071926,-0.173522495079518,-0.175542198807306,-0.203904944427193,0.202788574006571,-0.443990779413549
"76",113,4,1.62758941803064,0,0,1,0,0,0,0,1,-0.550513510704644,0.910452549730727,1.82619155119971,1.5387016036121,0.572680580258887,0.775266646461981,0.678539759634021,-0.117628459442788,-0.115629826292376,0.00599409047304239,0.0306943541880127,0.396335413211332
"77",115,3,-0.633304267091087,1,0,0,0,0,1,0,0,-0.172069224851385,0.127175840879042,0.89000132648079,0.483259047278676,-0.380370284949325,-0.404348917928979,-0.0693302938659474,0.0124555318426965,0.00419491873748282,-0.258073850032915,0.0306943541880137,0.133733478016057
"78",118,3,0.84312014051363,1,0,0,0,0,0,1,0,-0.0446238360030618,-0.1787665955027,-0.174901145192439,0.259130319099764,0.118245730623182,-0.0111437297986589,-0.298086271250677,-0.173156576679278,-0.183712067786614,-0.334751370705323,-0.0840351256910253,-0.549031553491662
"79",119,4,0.379282086279015,1,0,0,0,0,1,0,0,-0.164614354794021,-0.732986925283237,-1.00168585867783,-0.0288411377119283,-0.519225377893568,-0.797554106059299,-0.766374797814986,-0.517668750505673,-0.518676695938265,-0.337211626294175,0.0880590941275115,0.133733478016035
"80",121,4,-1.24731939626232,0,0,0,1,0,0,1,0,2.15708433108587,1.61684320127182,-0.786156485958999,-0.0261244258552133,0.926129907753325,0.971869240527141,-0.248487419993357,-0.16693596387519,-0.164649040168228,0.193509457904445,0.145423834067051,-0.391470392374496
"81",122,4,-0.337385727026107,0,0,1,0,1,0,0,0,1.40304615087187,1.02417984283598,-0.604129910532029,0.0322848790641385,0.894571932084178,0.775266646461981,-0.236813060048972,-0.22237260151162,-0.232731281662466,-0.416543629801927,-0.141399865630543,0.238774252094167
"82",123,4,1.24739429160883,0,0,1,0,0,0,0,1,0.487028992573235,2.27678185985442,2.49481542995973,-2.11120077588327,0.970311073690127,1.56167702272262,1.38623053565368,-0.126410501048559,-0.115629826292376,0.920954204416593,0.833800713341274,-0.0238276831011103
"83",125,3,0.570646966577995,1,0,0,0,1,0,0,0,-0.104372426903996,-0.334140502984527,-0.571003249092263,0.255055251314693,0.0298833987495756,-0.207746323863819,-0.50940629936915,-0.241857756324425,-0.240901150641774,0.0558980406138358,-0.428223565328136,0.343815026172278
"84",126,2,0.462291355547778,1,0,0,0,0,0,1,0,-0.247111262414118,-0.353362017312176,-0.266388452290306,-0.593917203908458,-0.702261636774616,-0.797554106059299,-0.612617273995796,-0.148457084663047,-0.107459957313068,1.57162519196726,-0.657682525086212,1.55178392807055
"85",127,1,1.1510781929153,1,0,0,0,1,0,0,0,-5.32968818490627,-5.87153842220799,-1.12892842128413,-0.0179742902850719,-11.1227052027267,-11.8072993737083,-0.766374797814986,-0.303880925165183,-0.32259984043486,-0.78280394309785,-0.887141484844286,-0.811633488686938
"86",129,3,-0.581344266480106,1,0,0,0,0,0,0,1,-0.106455405302377,-0.201191695551623,-0.39241509601138,0.413982894932467,0.0488181841510622,-0.0111437297986589,-0.383308777414361,0.0509684434680052,0.0477675532937951,-0.136756450074983,0.0880590941275312,-0.0763480701401653
"87",130,3,-0.440672069704034,1,0,0,0,0,1,0,0,0.137910849960344,-0.361370981615362,-0.894506888370312,-0.0519331884939979,0.238166038165939,-0.0111437297986589,-0.766374797814986,-0.503214973696175,-0.510506826958957,-0.492364774627989,-0.0266703857514913,-0.128868457179201
"88",131,3,-0.653581340500251,0,0,1,0,0,0,0,1,0.0138640048146418,-0.366176360197275,-0.669758331069771,0.184420743040127,0.193984872229134,-0.0111437297986589,-0.404089829150223,-0.125953103048258,-0.121076405611915,0.317506063520377,0.489612273704163,0.238774252094167
"89",133,4,0.903317702197084,0,0,1,0,0,0,0,1,0.99845500459683,0.875213106796703,-0.173528549412426,0.89484089357086,1.39318794765669,1.56167702272262,1.11481350771215,-0.00876773537125024,-0.0094215295613648,0.0754842358921503,-0.657682525086208,0.133733478016061
"90",134,3,-0.968509636886321,1,0,0,0,1,0,0,0,0.532032289022471,0.282549748360869,-0.341607042614691,-0.447214763645897,0.484318248385278,0.382061458331661,-0.373848932699258,0.0496877290671636,0.0395976843144865,-0.371785516379986,-0.0266703857515078,0.186253865055109
"91",135,3,-0.658650608852541,0,0,1,0,1,0,0,0,0.803312817801117,0.891231035403078,0.113304461180658,-1.35052145600333,0.465383462983791,0.578664052396821,-0.0883010520064693,-0.0232215121807485,-0.0230379778602124,0.0292607838913583,0.202788574006568,-0.0763480701401653
"92",137,3,-0.901341831218467,0,0,1,0,0,0,0,1,0.261793249443015,-0.169155838338875,-0.629293700863398,-0.042424696995499,0.326528370039548,0.185458864266501,-0.3390467620914,0.0102600214412538,0.0150880773765609,-0.000178454963115884,0.489612273704162,-0.286429618296386
"93",140,4,0.0529479361002899,0,0,1,0,1,0,0,0,0.520301831726324,0.22648699823856,-0.550241260905235,-0.382013679084759,0.427513892180815,0.185458864266501,-0.766374797814986,-0.225391428313604,-0.238177860982005,-0.520007931749343,-0.141399865630545,-0.128868457179221
"94",141,4,1.4577689282289,0,0,1,0,1,0,0,0,1.52857300698485,1.25003263618585,-0.539801499523985,0.0961276076969191,1.30482561578308,1.36507442865746,-0.12221106700384,-0.256951890334344,-0.26268746791993,-0.385546037162254,0.20278857400657,-0.181388844218275
"95",142,4,-1.33032866553108,0,0,1,0,1,0,0,0,-0.150691288657473,-0.697747482349215,-0.971759650834886,-0.0166159343567144,0.572680580258887,0.382061458331661,-0.404089829150223,-0.522242730508679,-0.535016433896882,-0.619878195034805,0.0306943541880244,-0.076348070140162
"96",143,3,0.758209895612758,1,0,0,0,0,1,0,0,-0.24924905603351,-0.188377352666524,-0.388247041932692,0.356931945941472,0.0614413744187199,-0.0111437297986589,-0.552710779953193,-0.234905306719856,-0.219114833363618,0.267580090905512,0.489612273704163,-0.759113101647883
"97",144,3,-0.393781337445343,1,0,0,0,0,1,0,0,0.555328757951734,0.23289416968111,-0.433382187126354,0.106994455123776,0.130868920890843,-0.0111437297986589,-0.341917979615986,0.0109918582417347,0.00419491873748282,-0.38656470109322,0.0880590941275373,0.0286927039379504
"98",146,3,-1.0622911014037,1,0,0,0,0,1,0,0,0.399379454178194,-0.0378088237666094,-0.779231940611372,0.0703188450581363,-0.0963485039270097,-0.207746323863819,-0.404089829150223,-0.507697474099121,-0.513230116618727,-0.389020245762665,0.0306943541880102,0.133733478016062
"99",147,2,-0.323445239057307,1,0,0,0,0,0,1,0,-0.662446192007128,-1.10139928322984,-0.708766667228664,-0.123926052696921,-1.01152979833225,-0.994156700124459,0.476869694249237,0.0571890562720931,0.0450442636340257,-0.448286364263732,-0.198764605570058,-0.0238276831011056
"100",148,3,-0.417860362118725,1,0,0,0,1,0,0,0,-0.332623007189768,-0.537568196285475,-0.42706304537542,0.306672776592261,0.0488181841510622,-0.207746323863819,-0.766374797814986,-0.255579696333442,-0.2654107575797,-0.382505598609482,-0.370858825388619,-0.549031553491663
